y,x,street_count,highway,junction,geometry
19.0859466,72.8364253,3,,,POINT (72.8364253 19.0859466)
19.0870373,72.8393477,1,,,POINT (72.8393477 19.0870373)
19.0870792,72.8400571,1,,,POINT (72.8400571 19.0870792)
19.0871516,72.8381719,3,,,POINT (72.8381719 19.0871516)
19.0878057,72.841345,3,,,POINT (72.841345 19.0878057)
19.0893607,72.8343987,3,,,POINT (72.8343987 19.0893607)
19.08976,72.8352035,4,,,POINT (72.8352035 19.08976)
19.0899954,72.8344691,3,,,POINT (72.8344691 19.0899954)
19.0901918,72.8340579,3,,,POINT (72.8340579 19.0901918)
19.0905046,72.8350576,3,,,POINT (72.8350576 19.0905046)
19.0907406,72.8281675,3,,,POINT (72.8281675 19.0907406)
19.0907481,72.8320789,1,,,POINT (72.8320789 19.0907481)
19.0909703,72.829362,1,,,POINT (72.829362 19.0909703)
19.0913253,72.8343213,1,,,POINT (72.8343213 19.0913253)
19.0972992,72.8498831,3,,,POINT (72.8498831 19.0972992)
19.0978368,72.8507757,3,,,POINT (72.8507757 19.0978368)
19.0978956,72.8503998,1,,,POINT (72.8503998 19.0978956)
19.0983423,72.8507353,3,,,POINT (72.8507353 19.0983423)
19.0983893,72.8518608,3,,,POINT (72.8518608 19.0983893)
19.0984643,72.8469583,3,,,POINT (72.8469583 19.0984643)
19.0986012,72.8519044,3,,,POINT (72.8519044 19.0986012)
19.0987077,72.8491049,3,,,POINT (72.8491049 19.0987077)
19.0991389,72.8496355,1,,,POINT (72.8496355 19.0991389)
19.0991156,72.8530945,1,,,POINT (72.8530945 19.0991156)
19.0998051,72.8539279,3,,,POINT (72.8539279 19.0998051)
19.1002323,72.8452772,3,,,POINT (72.8452772 19.1002323)
19.1002952,72.8499369,3,,,POINT (72.8499369 19.1002952)
19.1003477,72.8445403,3,,,POINT (72.8445403 19.1003477)
19.1006829,72.858873,1,,,POINT (72.858873 19.1006829)
19.1007052,72.8495611,3,,,POINT (72.8495611 19.1007052)
19.1008172,72.8497058,3,,,POINT (72.8497058 19.1008172)
19.1012092,72.8587867,3,,,POINT (72.8587867 19.1012092)
19.1013622,72.8493096,3,,,POINT (72.8493096 19.1013622)
19.1027018,72.8394347,4,,,POINT (72.8394347 19.1027018)
19.1052193,72.8515815,1,,,POINT (72.8515815 19.1052193)
19.1074813,72.8417197,1,,,POINT (72.8417197 19.1074813)
19.1075004,72.8525526,3,,,POINT (72.8525526 19.1075004)
19.108435,72.8526046,1,,,POINT (72.8526046 19.108435)
19.1087721,72.8405314,3,,,POINT (72.8405314 19.1087721)
19.1090631,72.8418263,1,,,POINT (72.8418263 19.1090631)
19.1090699,72.8484038,1,,,POINT (72.8484038 19.1090699)
19.1102156,72.8432936,1,,,POINT (72.8432936 19.1102156)
19.1100577,72.8490134,1,,,POINT (72.8490134 19.1100577)
19.1103744,72.8459226,1,,,POINT (72.8459226 19.1103744)
19.1103974,72.8488691,1,,,POINT (72.8488691 19.1103974)
19.1104428,72.8485664,3,,,POINT (72.8485664 19.1104428)
19.1115761,72.8413385,4,,,POINT (72.8413385 19.1115761)
19.1121459,72.8446881,3,,,POINT (72.8446881 19.1121459)
19.1126695,72.8501804,1,,,POINT (72.8501804 19.1126695)
19.1129511,72.8416632,3,,,POINT (72.8416632 19.1129511)
19.113445,72.8448834,3,,,POINT (72.8448834 19.113445)
19.1158267,72.8521427,1,,,POINT (72.8521427 19.1158267)
19.1161991,72.85969,1,,,POINT (72.85969 19.1161991)
19.1166374,72.8559018,3,,,POINT (72.8559018 19.1166374)
19.1167574,72.8566118,3,,,POINT (72.8566118 19.1167574)
19.1211082,72.8459125,4,,,POINT (72.8459125 19.1211082)
19.1216539,72.8503792,3,,,POINT (72.8503792 19.1216539)
19.122074,72.8544311,3,,,POINT (72.8544311 19.122074)
19.122219,72.8497612,3,,,POINT (72.8497612 19.122219)
19.1225441,72.8588144,3,,,POINT (72.8588144 19.1225441)
19.1227894,72.8529016,3,,,POINT (72.8529016 19.1227894)
19.1229175,72.8497801,3,,,POINT (72.8497801 19.1229175)
19.1229046,72.8489265,3,,,POINT (72.8489265 19.1229046)
19.123012,72.8480648,3,,,POINT (72.8480648 19.123012)
19.1233415,72.8530602,3,,,POINT (72.8530602 19.1233415)
19.1248056,72.8447279,1,,,POINT (72.8447279 19.1248056)
19.1610814,72.8423801,3,,,POINT (72.8423801 19.1610814)
19.1615568,72.8423656,4,,,POINT (72.8423656 19.1615568)
19.1163495,72.8476368,3,,,POINT (72.8476368 19.1163495)
19.1197069,72.8485505,3,,,POINT (72.8485505 19.1197069)
19.1199507,72.8479607,3,,,POINT (72.8479607 19.1199507)
19.1149061,72.8602311,4,traffic_signals,,POINT (72.8602311 19.1149061)
19.1150339,72.8588179,3,,,POINT (72.8588179 19.1150339)
19.1152264,72.8578535,3,,,POINT (72.8578535 19.1152264)
19.1163091,72.8558417,3,,,POINT (72.8558417 19.1163091)
19.1165769,72.8553351,4,traffic_signals,,POINT (72.8553351 19.1165769)
19.1167801,72.8550145,4,traffic_signals,,POINT (72.8550145 19.1167801)
19.1174732,72.8537961,4,,,POINT (72.8537961 19.1174732)
19.1175979,72.8535591,4,,,POINT (72.8535591 19.1175979)
19.1180865,72.8527291,4,,,POINT (72.8527291 19.1180865)
19.1191589,72.8509945,4,traffic_signals,,POINT (72.8509945 19.1191589)
19.120361,72.8490777,4,,,POINT (72.8490777 19.120361)
19.1209133,72.8481961,3,,,POINT (72.8481961 19.1209133)
19.1210471,72.847982,3,,,POINT (72.847982 19.1210471)
19.1210851,72.8478024,3,,,POINT (72.8478024 19.1210851)
19.1296896,72.8173726,4,,,POINT (72.8173726 19.1296896)
19.1360935,72.8148019,3,,,POINT (72.8148019 19.1360935)
19.149286,72.8389575,3,,,POINT (72.8389575 19.149286)
19.1537358,72.8354354,3,,,POINT (72.8354354 19.1537358)
19.1558162,72.8351449,3,,,POINT (72.8351449 19.1558162)
19.1558751,72.8352309,3,,,POINT (72.8352309 19.1558751)
19.1561386,72.8355214,3,,,POINT (72.8355214 19.1561386)
19.1561546,72.8352317,4,traffic_signals,,POINT (72.8352317 19.1561546)
19.1561617,72.835135,3,traffic_signals,,POINT (72.835135 19.1561617)
19.156401,72.8351281,3,,,POINT (72.8351281 19.156401)
19.1592467,72.8351543,4,traffic_signals,,POINT (72.8351543 19.1592467)
19.1599248,72.8349427,3,,,POINT (72.8349427 19.1599248)
19.1612778,72.8347537,4,,,POINT (72.8347537 19.1612778)
19.1634729,72.8347633,4,traffic_signals,,POINT (72.8347633 19.1634729)
19.1648538,72.834861,3,,,POINT (72.834861 19.1648538)
19.1655434,72.8349184,4,,,POINT (72.8349184 19.1655434)
19.1676851,72.8350811,3,,,POINT (72.8350811 19.1676851)
19.16836,72.8351343,3,,,POINT (72.8351343 19.16836)
19.1690417,72.8351773,4,,,POINT (72.8351773 19.1690417)
19.1705494,72.835376,4,traffic_signals,,POINT (72.835376 19.1705494)
19.1737929,72.83654,4,traffic_signals,,POINT (72.83654 19.1737929)
19.0538179,72.9157457,1,,,POINT (72.9157457 19.0538179)
19.0541774,72.9152225,3,,,POINT (72.9152225 19.0541774)
19.0545071,72.915608,1,,,POINT (72.915608 19.0545071)
19.0446734,72.9183144,3,traffic_signals,,POINT (72.9183144 19.0446734)
19.0455763,72.9148986,3,,,POINT (72.9148986 19.0455763)
19.0456797,72.9141001,4,traffic_signals,,POINT (72.9141001 19.0456797)
19.0457909,72.9115958,4,traffic_signals,,POINT (72.9115958 19.0457909)
19.1101606,72.8743289,4,,,POINT (72.8743289 19.1101606)
19.0525624,72.9408319,3,,,POINT (72.9408319 19.0525624)
19.0589491,72.9596194,3,,,POINT (72.9596194 19.0589491)
19.1590604,72.8547678,3,,,POINT (72.8547678 19.1590604)
19.1314834,72.8750112,3,,,POINT (72.8750112 19.1314834)
19.1296133,72.8171789,3,,,POINT (72.8171789 19.1296133)
19.1288453,72.8160339,4,,,POINT (72.8160339 19.1288453)
19.1663641,72.9497762,3,,,POINT (72.9497762 19.1663641)
19.1659433,72.9502742,1,,,POINT (72.9502742 19.1659433)
19.1217781,72.8256497,4,,,POINT (72.8256497 19.1217781)
19.1159462,72.8361498,3,,,POINT (72.8361498 19.1159462)
19.0592671,72.9240981,4,traffic_signals,,POINT (72.9240981 19.0592671)
19.0614696,72.9197737,3,,,POINT (72.9197737 19.0614696)
19.0621102,72.9182078,4,traffic_signals,,POINT (72.9182078 19.0621102)
19.0627241,72.9166844,3,traffic_signals,,POINT (72.9166844 19.0627241)
19.1032026,72.8744841,4,traffic_signals,,POINT (72.8744841 19.1032026)
19.1029403,72.8662736,4,traffic_signals,,POINT (72.8662736 19.1029403)
19.1060895,72.8912096,3,,,POINT (72.8912096 19.1060895)
19.1016491,72.8724053,3,,,POINT (72.8724053 19.1016491)
19.1031096,72.8702907,3,,,POINT (72.8702907 19.1031096)
19.1031255,72.870741,3,,,POINT (72.870741 19.1031255)
19.103205,72.8746087,4,traffic_signals,,POINT (72.8746087 19.103205)
19.1412988,72.8524792,3,,,POINT (72.8524792 19.1412988)
19.1418841,72.8518435,1,,,POINT (72.8518435 19.1418841)
19.1457175,72.852293,3,,,POINT (72.852293 19.1457175)
19.1494657,72.8462342,3,,,POINT (72.8462342 19.1494657)
19.2137311,72.8714529,3,,,POINT (72.8714529 19.2137311)
19.2145742,72.8709544,3,,,POINT (72.8709544 19.2145742)
19.0453086,72.9410469,1,,,POINT (72.9410469 19.0453086)
19.0733139,72.9146679,1,,,POINT (72.9146679 19.0733139)
19.0736359,72.914006,1,,,POINT (72.914006 19.0736359)
19.0739806,72.9167747,1,,,POINT (72.9167747 19.0739806)
19.0741543,72.9167821,3,,,POINT (72.9167821 19.0741543)
19.0742519,72.9144781,1,,,POINT (72.9144781 19.0742519)
19.0745814,72.9150595,3,,,POINT (72.9150595 19.0745814)
19.0748172,72.9150702,1,,,POINT (72.9150702 19.0748172)
19.0754857,72.9163207,1,,,POINT (72.9163207 19.0754857)
19.0759816,72.9161818,4,,,POINT (72.9161818 19.0759816)
19.0764223,72.9155766,3,,,POINT (72.9155766 19.0764223)
19.1166528,72.8298179,3,,,POINT (72.8298179 19.1166528)
19.0451905,72.941572,1,,,POINT (72.941572 19.0451905)
19.045232,72.9413962,1,,,POINT (72.9413962 19.045232)
19.2478631,72.8586889,1,,,POINT (72.8586889 19.2478631)
19.2484203,72.8586552,3,,,POINT (72.8586552 19.2484203)
19.2483941,72.8589759,3,,,POINT (72.8589759 19.2483941)
19.2492116,72.854927,4,,,POINT (72.854927 19.2492116)
19.2496413,72.8589907,3,,,POINT (72.8589907 19.2496413)
19.2497389,72.8579924,1,,,POINT (72.8579924 19.2497389)
19.2499674,72.8584471,1,,,POINT (72.8584471 19.2499674)
19.2499821,72.8589484,3,,,POINT (72.8589484 19.2499821)
19.2502008,72.8567653,3,,,POINT (72.8567653 19.2502008)
19.2503985,72.8579756,4,,,POINT (72.8579756 19.2503985)
19.2505948,72.858873,3,,,POINT (72.858873 19.2505948)
19.2533091,72.8541547,3,,,POINT (72.8541547 19.2533091)
19.2546227,72.8534484,3,,,POINT (72.8534484 19.2546227)
19.2546493,72.8538991,4,,,POINT (72.8538991 19.2546493)
19.2555432,72.850403,1,,,POINT (72.850403 19.2555432)
19.2556717,72.8525661,3,,,POINT (72.8525661 19.2556717)
19.2559611,72.8505133,3,,,POINT (72.8505133 19.2559611)
19.2557247,72.8547527,1,,,POINT (72.8547527 19.2557247)
19.2561631,72.8524635,3,,,POINT (72.8524635 19.2561631)
19.2567965,72.8547641,4,,,POINT (72.8547641 19.2567965)
19.256857,72.8542586,3,,,POINT (72.8542586 19.256857)
19.2569085,72.8558228,4,,,POINT (72.8558228 19.2569085)
19.257218,72.8547939,1,,,POINT (72.8547939 19.257218)
19.1733142,72.8098333,1,,,POINT (72.8098333 19.1733142)
19.1741711,72.809897,3,,,POINT (72.809897 19.1741711)
19.17439,72.8096097,4,,,POINT (72.8096097 19.17439)
19.1745648,72.8104906,3,,,POINT (72.8104906 19.1745648)
19.174672,72.8090808,3,,,POINT (72.8090808 19.174672)
19.1747266,72.8072583,3,,,POINT (72.8072583 19.1747266)
19.1747428,72.8074019,3,,,POINT (72.8074019 19.1747428)
19.1747604,72.8075565,3,,,POINT (72.8075565 19.1747604)
19.1747689,72.8076318,3,,,POINT (72.8076318 19.1747689)
19.1747772,72.8077049,3,,,POINT (72.8077049 19.1747772)
19.1747774,72.8095814,4,,,POINT (72.8095814 19.1747774)
19.1749464,72.8085774,3,,,POINT (72.8085774 19.1749464)
19.1751134,72.8071643,1,,,POINT (72.8071643 19.1751134)
19.1751437,72.8075466,1,,,POINT (72.8075466 19.1751437)
19.1751573,72.8076138,1,,,POINT (72.8076138 19.1751573)
19.1751709,72.8074586,1,,,POINT (72.8074586 19.1751709)
19.1751663,72.8097035,3,,,POINT (72.8097035 19.1751663)
19.175192,72.8073002,1,,,POINT (72.8073002 19.175192)
19.1753498,72.8093051,3,,,POINT (72.8093051 19.1753498)
19.1753786,72.8102504,3,,,POINT (72.8102504 19.1753786)
19.1754846,72.8099417,3,,,POINT (72.8099417 19.1754846)
19.1755141,72.8098581,3,,,POINT (72.8098581 19.1755141)
19.1755575,72.8085153,3,,,POINT (72.8085153 19.1755575)
19.1758123,72.8095041,3,,,POINT (72.8095041 19.1758123)
19.1759587,72.808513,3,,,POINT (72.808513 19.1759587)
19.1759662,72.8082834,4,,,POINT (72.8082834 19.1759662)
19.175995,72.8079864,3,,,POINT (72.8079864 19.175995)
19.1760344,72.8102528,4,,,POINT (72.8102528 19.1760344)
19.1760893,72.8085487,1,,,POINT (72.8085487 19.1760893)
19.1761022,72.8082885,3,,,POINT (72.8082885 19.1761022)
19.1761201,72.8079867,4,,,POINT (72.8079867 19.1761201)
19.1764082,72.8091759,3,,,POINT (72.8091759 19.1764082)
19.1764133,72.8088882,1,,,POINT (72.8088882 19.1764133)
19.1764453,72.809455,1,,,POINT (72.809455 19.1764453)
19.1761404,72.8076928,3,,,POINT (72.8076928 19.1761404)
19.176471,72.8091906,3,,,POINT (72.8091906 19.176471)
19.1767034,72.8071498,3,,,POINT (72.8071498 19.1767034)
19.1767034,72.8077166,3,,,POINT (72.8077166 19.1767034)
19.1767048,72.8080147,3,,,POINT (72.8080147 19.1767048)
19.1838917,72.8162417,3,,,POINT (72.8162417 19.1838917)
19.184219,72.8167561,4,,,POINT (72.8167561 19.184219)
19.1842883,72.8163393,3,,,POINT (72.8163393 19.1842883)
19.1847126,72.816914,1,,,POINT (72.816914 19.1847126)
19.244468,72.8539706,3,,,POINT (72.8539706 19.244468)
19.2447147,72.8549083,1,,,POINT (72.8549083 19.2447147)
19.2501264,72.845782,3,,,POINT (72.845782 19.2501264)
19.2503037,72.845837,3,,,POINT (72.845837 19.2503037)
19.2507106,72.8483727,3,,,POINT (72.8483727 19.2507106)
19.2509962,72.8460851,3,,,POINT (72.8460851 19.2509962)
19.2509862,72.8415722,1,,,POINT (72.8415722 19.2509862)
19.2516711,72.8463842,3,,,POINT (72.8463842 19.2516711)
19.2517782,72.8420158,1,,,POINT (72.8420158 19.2517782)
19.2518372,72.842248,1,,,POINT (72.842248 19.2518372)
19.2523227,72.8436746,1,,,POINT (72.8436746 19.2523227)
19.2527473,72.846985,3,,,POINT (72.846985 19.2527473)
19.2532142,72.8502469,3,,,POINT (72.8502469 19.2532142)
19.2533664,72.8473619,3,,,POINT (72.8473619 19.2533664)
19.2536405,72.844155,1,,,POINT (72.844155 19.2536405)
19.2546152,72.8440307,1,,,POINT (72.8440307 19.2546152)
19.2546363,72.8483033,3,,,POINT (72.8483033 19.2546363)
19.2558375,72.8444633,1,,,POINT (72.8444633 19.2558375)
19.2578167,72.8750423,3,,,POINT (72.8750423 19.2578167)
19.2592977,72.8740628,3,,,POINT (72.8740628 19.2592977)
19.1638579,72.9376402,4,traffic_signals,,POINT (72.9376402 19.1638579)
19.1694452,72.9341394,1,,,POINT (72.9341394 19.1694452)
19.1701933,72.9335596,3,,,POINT (72.9335596 19.1701933)
19.1705866,72.932998,4,,,POINT (72.932998 19.1705866)
19.1822969,72.945427,3,,,POINT (72.945427 19.1822969)
19.183011,72.9451439,1,,,POINT (72.9451439 19.183011)
19.1462036,72.9436017,3,,,POINT (72.9436017 19.1462036)
19.1466201,72.9422178,3,,,POINT (72.9422178 19.1466201)
19.1467998,72.9414755,3,,,POINT (72.9414755 19.1467998)
19.1553113,72.9476228,3,,,POINT (72.9476228 19.1553113)
19.1756278,72.8703493,3,,,POINT (72.8703493 19.1756278)
19.1767652,72.8704653,3,,,POINT (72.8704653 19.1767652)
19.2019907,72.863926,1,,,POINT (72.863926 19.2019907)
19.138442,72.8938542,3,,,POINT (72.8938542 19.138442)
19.1387127,72.8742615,3,,,POINT (72.8742615 19.1387127)
19.2161669,72.8706568,3,,,POINT (72.8706568 19.2161669)
19.2162118,72.8707689,3,,,POINT (72.8707689 19.2162118)
19.2172595,72.8683869,1,,,POINT (72.8683869 19.2172595)
19.2183207,72.8692453,1,,,POINT (72.8692453 19.2183207)
19.2183931,72.8687825,1,,,POINT (72.8687825 19.2183931)
19.2185135,72.8691665,3,,,POINT (72.8691665 19.2185135)
19.2181993,72.8705525,3,,,POINT (72.8705525 19.2181993)
19.2187371,72.8690751,3,,,POINT (72.8690751 19.2187371)
19.2192129,72.8676598,3,,,POINT (72.8676598 19.2192129)
19.219249,72.8683556,3,,,POINT (72.8683556 19.219249)
19.2195966,72.8676374,3,,,POINT (72.8676374 19.2195966)
19.2196002,72.8679814,4,,,POINT (72.8679814 19.2196002)
19.2196041,72.8683511,3,,,POINT (72.8683511 19.2196041)
19.2199883,72.8679639,3,,,POINT (72.8679639 19.2199883)
19.2205972,72.8683283,3,,,POINT (72.8683283 19.2205972)
19.2206277,72.8689941,3,,,POINT (72.8689941 19.2206277)
19.2210201,72.8689759,3,,,POINT (72.8689759 19.2210201)
19.1367746,72.8702146,3,,,POINT (72.8702146 19.1367746)
19.1746803,72.9604701,1,,,POINT (72.9604701 19.1746803)
19.0615665,72.8850584,1,,,POINT (72.8850584 19.0615665)
19.0628712,72.8845338,4,,,POINT (72.8845338 19.0628712)
19.0637634,72.8796631,1,,,POINT (72.8796631 19.0637634)
19.0645147,72.8821698,3,,,POINT (72.8821698 19.0645147)
19.0646071,72.8795577,1,,,POINT (72.8795577 19.0646071)
19.0646797,72.8825299,3,,,POINT (72.8825299 19.0646797)
19.0650904,72.8834763,3,,,POINT (72.8834763 19.0650904)
19.0662358,72.8822776,3,,,POINT (72.8822776 19.0662358)
19.06665,72.8794959,3,,,POINT (72.8794959 19.06665)
19.0670911,72.8789627,1,,,POINT (72.8789627 19.0670911)
19.0540011,72.8945412,4,traffic_signals,,POINT (72.8945412 19.0540011)
19.054147,72.8945737,4,traffic_signals,,POINT (72.8945737 19.054147)
19.0548471,72.8947295,4,,,POINT (72.8947295 19.0548471)
19.0566662,72.8951344,3,,,POINT (72.8951344 19.0566662)
19.0595798,72.8965668,4,,,POINT (72.8965668 19.0595798)
19.0604841,72.8972015,4,,,POINT (72.8972015 19.0604841)
19.0684216,72.9004288,4,,,POINT (72.9004288 19.0684216)
19.0685934,72.9002916,4,traffic_signals,,POINT (72.9002916 19.0685934)
19.0700455,72.9009247,3,,,POINT (72.9009247 19.0700455)
19.0709681,72.9013295,3,,,POINT (72.9013295 19.0709681)
19.072242,72.9020724,3,,,POINT (72.9020724 19.072242)
19.0743142,72.9030515,3,traffic_signals,,POINT (72.9030515 19.0743142)
19.0744694,72.9030946,4,,,POINT (72.9030946 19.0744694)
19.0753086,72.9033169,3,,,POINT (72.9033169 19.0753086)
19.0770409,72.9037344,4,,,POINT (72.9037344 19.0770409)
19.0838343,72.9142551,3,,,POINT (72.9142551 19.0838343)
19.0839363,72.9141652,3,,,POINT (72.9141652 19.0839363)
19.0827133,72.8961728,3,traffic_signals,,POINT (72.8961728 19.0827133)
19.1676895,72.9511633,3,,,POINT (72.9511633 19.1676895)
19.181333,72.8254398,1,,,POINT (72.8254398 19.181333)
19.0129415,72.8856707,1,,,POINT (72.8856707 19.0129415)
19.0136163,72.8869985,4,,,POINT (72.8869985 19.0136163)
19.0468384,72.8892404,4,,,POINT (72.8892404 19.0468384)
19.0349794,72.8955307,3,,,POINT (72.8955307 19.0349794)
19.03257,72.8802719,3,,,POINT (72.8802719 19.03257)
19.1715666,72.9567106,3,,,POINT (72.9567106 19.1715666)
19.0489691,72.9176352,1,,,POINT (72.9176352 19.0489691)
19.0495716,72.918091,3,,,POINT (72.918091 19.0495716)
19.1958332,72.819544,3,,,POINT (72.819544 19.1958332)
19.1438709,72.9406328,3,,,POINT (72.9406328 19.1438709)
19.1552914,72.9477634,3,,,POINT (72.9477634 19.1552914)
19.0461611,72.8252726,3,,,POINT (72.8252726 19.0461611)
19.045959,72.8259974,1,,,POINT (72.8259974 19.045959)
19.0565275,72.8368788,3,traffic_signals,,POINT (72.8368788 19.0565275)
19.1142685,72.8621018,3,,,POINT (72.8621018 19.1142685)
19.1110648,72.8626287,4,traffic_signals,,POINT (72.8626287 19.1110648)
19.1088084,72.859055,3,,,POINT (72.859055 19.1088084)
19.1136958,72.8672938,2,,,POINT (72.8672938 19.1136958)
19.0504697,72.8385597,3,,,POINT (72.8385597 19.0504697)
19.0511683,72.8400495,3,,,POINT (72.8400495 19.0511683)
19.0516782,72.8412296,3,,,POINT (72.8412296 19.0516782)
19.0519555,72.8409608,1,,,POINT (72.8409608 19.0519555)
19.0523897,72.8385724,3,,,POINT (72.8385724 19.0523897)
19.0532911,72.8402833,3,,,POINT (72.8402833 19.0532911)
19.0536123,72.8383007,1,,,POINT (72.8383007 19.0536123)
19.054171,72.8388681,3,,,POINT (72.8388681 19.054171)
19.0549789,72.8391081,3,,,POINT (72.8391081 19.0549789)
19.0541454,72.8377919,4,traffic_signals,,POINT (72.8377919 19.0541454)
19.0551353,72.830045,4,traffic_signals,,POINT (72.830045 19.0551353)
19.0558554,72.8413829,3,,,POINT (72.8413829 19.0558554)
19.0601637,72.8493857,3,,,POINT (72.8493857 19.0601637)
19.0579422,72.8398974,3,,,POINT (72.8398974 19.0579422)
19.0581203,72.8409837,1,,,POINT (72.8409837 19.0581203)
19.0581814,72.8398623,3,,,POINT (72.8398623 19.0581814)
19.058379,72.8410422,1,,,POINT (72.8410422 19.058379)
19.0589088,72.8399136,3,,,POINT (72.8399136 19.0589088)
19.0590542,72.8408058,1,,,POINT (72.8408058 19.0590542)
19.0840437,72.8379647,4,traffic_signals,,POINT (72.8379647 19.0840437)
19.0842162,72.8363949,4,,,POINT (72.8363949 19.0842162)
19.0844459,72.8345268,4,traffic_signals,,POINT (72.8345268 19.0844459)
19.0847834,72.8322159,4,traffic_signals,,POINT (72.8322159 19.0847834)
19.0857247,72.8288002,4,,,POINT (72.8288002 19.0857247)
19.0980622,72.9166321,3,traffic_signals,,POINT (72.9166321 19.0980622)
19.0981377,72.9165563,4,traffic_signals,,POINT (72.9165563 19.0981377)
19.1075729,72.8754754,4,,,POINT (72.8754754 19.1075729)
19.1092768,72.8761775,4,traffic_signals,,POINT (72.8761775 19.1092768)
19.0874934,72.8944537,3,,,POINT (72.8944537 19.0874934)
19.0875337,72.8917623,3,,,POINT (72.8917623 19.0875337)
19.0875991,72.8921199,3,,,POINT (72.8921199 19.0875991)
19.0877112,72.8941684,3,,,POINT (72.8941684 19.0877112)
19.0879073,72.8938004,3,,,POINT (72.8938004 19.0879073)
19.0885426,72.893927,1,,,POINT (72.893927 19.0885426)
19.0886186,72.8942972,1,,,POINT (72.8942972 19.0886186)
19.0891628,72.8929391,3,,,POINT (72.8929391 19.0891628)
19.0547582,72.8717431,3,,,POINT (72.8717431 19.0547582)
19.0598436,72.8794834,3,,,POINT (72.8794834 19.0598436)
19.07312,72.8439997,3,,,POINT (72.8439997 19.07312)
19.0761574,72.8666168,3,,,POINT (72.8666168 19.0761574)
19.0767931,72.8442572,1,,,POINT (72.8442572 19.0767931)
19.0773488,72.8738695,1,,,POINT (72.8738695 19.0773488)
19.0774294,72.8574135,1,,,POINT (72.8574135 19.0774294)
19.0773863,72.8673001,3,,,POINT (72.8673001 19.0773863)
19.0778561,72.8617557,3,,,POINT (72.8617557 19.0778561)
19.0779617,72.8565404,1,,,POINT (72.8565404 19.0779617)
19.0783325,72.8629521,3,,,POINT (72.8629521 19.0783325)
19.0803746,72.8479334,3,,,POINT (72.8479334 19.0803746)
19.0803445,72.858025,1,,,POINT (72.858025 19.0803445)
19.0804181,72.84752,3,,,POINT (72.84752 19.0804181)
19.0804284,72.847057,4,traffic_signals,,POINT (72.847057 19.0804284)
19.0805252,72.8513073,3,,,POINT (72.8513073 19.0805252)
19.0807884,72.8525502,4,traffic_signals,,POINT (72.8525502 19.0807884)
19.0814295,72.8544549,4,,,POINT (72.8544549 19.0814295)
19.0816525,72.8560428,4,,,POINT (72.8560428 19.0816525)
19.0817871,72.8567376,3,,,POINT (72.8567376 19.0817871)
19.0825232,72.853708,3,,,POINT (72.853708 19.0825232)
19.0843857,72.8491769,3,,,POINT (72.8491769 19.0843857)
19.0844129,72.8482282,3,,,POINT (72.8482282 19.0844129)
19.0844699,72.8493655,3,,,POINT (72.8493655 19.0844699)
19.084833,72.859751,3,,,POINT (72.859751 19.084833)
19.0848494,72.8596664,3,,,POINT (72.8596664 19.0848494)
19.0848475,72.8597725,3,,,POINT (72.8597725 19.0848475)
19.0849204,72.8596532,3,,,POINT (72.8596532 19.0849204)
19.0849583,72.8597477,3,,,POINT (72.8597477 19.0849583)
19.0855838,72.8463001,1,,,POINT (72.8463001 19.0855838)
19.0852253,72.8501621,1,,,POINT (72.8501621 19.0852253)
19.0853597,72.849741,3,,,POINT (72.849741 19.0853597)
19.0856231,72.8488551,3,,,POINT (72.8488551 19.0856231)
19.0858978,72.846705,1,,,POINT (72.846705 19.0858978)
19.0858007,72.8482577,1,,,POINT (72.8482577 19.0858007)
19.085924,72.8456685,3,,,POINT (72.8456685 19.085924)
19.0859492,72.8462796,4,,,POINT (72.8462796 19.0859492)
19.0862975,72.8490651,1,,,POINT (72.8490651 19.0862975)
19.0864834,72.8463499,1,,,POINT (72.8463499 19.0864834)
19.2075893,72.8350536,3,,,POINT (72.8350536 19.2075893)
19.0568644,72.8323291,3,,,POINT (72.8323291 19.0568644)
19.0569218,72.8330631,1,,,POINT (72.8330631 19.0569218)
19.1778681,72.8358007,3,,,POINT (72.8358007 19.1778681)
19.181026,72.8380815,1,,,POINT (72.8380815 19.181026)
19.1792711,72.8381831,3,,,POINT (72.8381831 19.1792711)
19.1698677,72.8414709,3,,,POINT (72.8414709 19.1698677)
19.1690918,72.8396389,1,,,POINT (72.8396389 19.1690918)
19.1707123,72.8367572,3,,,POINT (72.8367572 19.1707123)
19.1696157,72.8372701,1,,,POINT (72.8372701 19.1696157)
19.1804084,72.8483416,1,,,POINT (72.8483416 19.1804084)
19.1778436,72.8482902,3,,,POINT (72.8482902 19.1778436)
19.180373,72.8476589,1,,,POINT (72.8476589 19.180373)
19.1831436,72.8436797,4,,,POINT (72.8436797 19.1831436)
19.183442,72.8445592,3,,,POINT (72.8445592 19.183442)
19.1822512,72.8444688,3,,,POINT (72.8444688 19.1822512)
19.1813707,72.8436091,3,,,POINT (72.8436091 19.1813707)
19.1798431,72.8424231,3,,,POINT (72.8424231 19.1798431)
19.1803874,72.842375,3,,,POINT (72.842375 19.1803874)
19.1817904,72.8421875,3,,,POINT (72.8421875 19.1817904)
19.1802128,72.840809,1,,,POINT (72.840809 19.1802128)
19.179225,72.8409475,3,,,POINT (72.8409475 19.179225)
19.18426,72.8365592,1,,,POINT (72.8365592 19.18426)
19.1919997,72.8335992,3,,,POINT (72.8335992 19.1919997)
